1 0 0 0 0 1 0 0 0 0 1 0
1 0 0 0.448284 0 1 0 0.036116 0 0 1 0.091341
1 0 0 0.916463 0 1 0 0.028448 0 0 1 0.183171
1 0 0 1.421446 0 1 0 0.015088 0 0 1 0.261988
1 0 0 1.945787 0 1 0 0.01621 0 0 1 0.21164
1 0 0 2.448329 0 1 0 -0.012895 0 0 1 0.227875
1 0 0 2.927805 0 1 0 -0.026411 0 0 1 0.269187
1 0 0 3.40446 0 1 0 -0.030643 0 0 1 0.31592
1 0 0 3.882993 0 1 0 -0.027507 0 0 1 0.360723
1 0 0 4.373959 0 1 0 -0.07463 0 0 1 0.361635
1 0 0 4.777817 0 1 0 -0.069298 0 0 1 0.466698
1 0 0 5.269532 0 1 0 -0.049791 0 0 1 0.46609
1 0 0 5.763099 0 1 0 -0.091021 0 0 1 0.497073
1 0 0 6.256911 0 1 0 -0.11331 0 0 1 0.52203
1 0 0 6.750213 0 1 0 -0.130834 0 0 1 0.561298
1 0 0 7.236529 0 1 0 -0.153304 0 0 1 0.593933
1 0 0 7.704119 0 1 0 -0.185748 0 0 1 0.637409
1 0 0 8.134175 0 1 0 -0.172802 0 0 1 0.674868
1 0 0 8.644959 0 1 0 -0.179815 0 0 1 0.672411
1 0 0 9.047097 0 1 0 -0.158194 0 0 1 0.663393
1 0 0 9.497087 0 1 0 -0.138205 0 0 1 0.617935
1 0 0 9.979096 0 1 0 -0.167703 0 0 1 0.626186
1 0 0 10.449219 0 1 0 -0.126055 0 0 1 0.566423
1 0 0 10.949247 0 1 0 -0.129442 0 0 1 0.574628
1 0 0 11.423709 0 1 0 -0.11836 0 0 1 0.632471
1 0 0 11.918744 0 1 0 -0.154767 0 0 1 0.647574
1 0 0 12.34611 0 1 0 -0.182778 0 0 1 0.744598
1 0 0 12.845214 0 1 0 -0.128948 0 0 1 0.639598
1 0 0 13.305645 0 1 0 -0.155069 0 0 1 0.669763
1 0 0 13.861872 0 1 0 -0.178026 0 0 1 0.622784
1 0 0 14.054613 0 1 0 -0.193399 0 0 1 0.895083
1 0 0 14.858807 0 1 0 -0.166062 0 0 1 0.666054
1 0 0 15.393544 0 1 0 -0.158511 0 0 1 0.640562
1 0 0 15.738634 0 1 0 -0.166813 0 0 1 0.824238
1 0 0 16.278846 0 1 0 -0.163431 0 0 1 0.873303
1 0 0 16.727963 0 1 0 -0.191448 0 0 1 0.927353
1 0 0 17.169137 0 1 0 -0.15396 0 0 1 0.991707
1 0 0 17.646185 0 1 0 -0.163736 0 0 1 1.06118
1 0 0 18.050096 0 1 0 -0.138826 0 0 1 1.234364
1 0 0 18.483994 0 1 0 -0.164333 0 0 1 1.275323
1 0 0 18.878879 0 1 0 -0.183512 0 0 1 1.379374
1 0 0 19.451381 0 1 0 -0.189637 0 0 1 1.330792
1 0 0 19.902348 0 1 0 -0.191806 0 0 1 1.399703
1 0 0 20.412612 0 1 0 -0.273049 0 0 1 1.356772
1 0 0 20.874732 0 1 0 -0.306926 0 0 1 1.394072
1 0 0 21.2751 0 1 0 -0.277745 0 0 1 1.485594
1 0 0 21.752303 0 1 0 -0.294191 0 0 1 1.517348
